PersonnelNumber,EmploymentStatus,CareerTrackCode,CareerTrack,TalentSegmentCode,TalentSegment,StandardJob,Community,CommunityCode,DiamondClient,Gender
ID10211,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business Process Arch Manager,CHG_CROSS,G5,,Male
ID10212,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,ATL_CROSS,3Z,Diamond,Female
ID10213,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Arch Manager,IDC ITP-MDC01,H2,NULL,Male
ID10214,Active,510,Client & Market,52994537,Business & Technology Integration,Business Process Arch Senior Manager,WDC_CROSS,OG,NULL,Male
ID10215,Active,510,Client & Market,52994539,Management Consulting,Senior Management Consulting Executive,WDC_CROSS,OG,,Male
ID10216,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Sr Mgr,NYM_CROSS,OZ,Diamond,Male
ID10217,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Sr Manager,IDC SIDP SISA,PL,NULL,Male
ID10218,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,CHG_CROSS,G5,Diamond,Male
ID10219,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business & Integration Arch Executive,CHG_CROSS,G5,Emerging Diamond,Male
ID10220,Active,510,Client & Market,52971397,Strategy,Functional Strategy Director,SOC_CROSS,3E,,Male
ID10221,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Enterprise Architect,IND_CROSS,O3,NULL,Male
ID10222,Active,510,Client & Market,52994537,Business & Technology Integration,Business Process Arch Senior Manager,WDC_CROSS,OG,NULL,Male
ID10223,Active,530,Corporate Function,52971385,Marketing & Communications,Marketing & Communication Lead,KC_CROSS,Q0,NULL,Female
ID10224,Active,510,Client & Market,52971397,Strategy,Digital Strategy Senior Manager,CHG_CROSS,G5,NULL,Male
ID10225,Inactive,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Manager,HOU_CROSS,K1,NULL,Female
ID10226,Active,520,Client Delivery & Operations,52971395,Software Engineering,Database Administration Senior Manager,ATL_CROSS,3Z,,Male
ID10227,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,IDC ORACLE G&I,OV,Mega Diamond,Male
ID10228,Active,510,Client & Market,52994539,Management Consulting,Senior Management Consulting Executive,NYM_CROSS,OZ,Mega Diamond,Female
ID10229,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Architecture Associate Manager,NOC_SACRAMENTO,1J,NULL,Female
ID10230,Active,530,Corporate Function,52971395,Software Engineering,Software Engineering Team Lead,CHG_CROSS,G5,NULL,Female
ID10231,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Manager,CHA_CROSS,4N,Diamond,Male
ID10232,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,IDC SAP02,6Y,Target,Male
ID10233,Active,520,Client Delivery & Operations,52971050,Business Process Specialization,Technical Writing Associate Manager,ONE_MINNEAPOLIS,V5,Diamond,Male
ID10234,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,IDC OTH02,S2,Diamond,Male
ID10235,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Executive,IDC OTH01,D1,Diamond,Male
ID10236,Active,530,Corporate Function,52971383,Legal & Commercial Services,Contract Manager,DAY_CROSS,0I,NULL,Female
ID10237,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Sr Technology Practice Builder Exec,WDC_CROSS,OG,,Male
ID10238,Active,520,Client Delivery & Operations,52971395,Software Engineering,Software Engineering Associate Manager,DET_CROSS,8Y,Mega Diamond,Male
ID10239,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,IDC DP TOOLS,SR,Diamond,Male
ID10240,Active,540,Innovation & Thought Leadership,52971396,Solution Architecture,Digital Solution Arch Executive,CHG_CROSS,G5,,Female
ID10241,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Manager,WDC_CROSS,OG,Diamond,Male
ID10242,Active,520,Client Delivery & Operations,52971376,Portfolio & Delivery Management,Delivery Program Executive,PHL_CROSS,2I,,Male
ID10243,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,TAM_CROSS,MK,Diamond,Female
ID10244,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,Avan AVA-MDC02,DV,NULL,Female
ID10245,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Sr Mgr,IDC AOSA,YK,NULL,Female
ID10246,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Technology Arch Science Assoc Director,IDC BSI01,ST,Mega Diamond,Male
ID10247,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Solution Architecture Senior Manager,Non Voice,A5,Emerging Diamond,Male
ID10248,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Plan Enablement Assoc Mgr,To Be Assigned,CW,,Female
ID10249,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Plan Enablement Mgr,IDC PROCGS09,JC,,Male
ID10250,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",PPSM Manager,Avanade FSIG21,7V,Diamond,Male
ID10251,Active,520,Client Delivery & Operations,52971389,Practice Leadership,Technology Director,IDC FSM01,YS,NULL,Male
ID10252,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Manager,CLE_CROSS,6J,,Male
ID10253,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,NYM_CROSS,OZ,Mega Diamond,Male
ID10254,Active,540,Innovation & Thought Leadership,52971380,Infrastructure,Infrastructure Principal,CHG_CROSS,G5,,Male
ID10255,Inactive,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Manager,TAM_CROSS,MK,NULL,Female
ID10256,Active,510,Client & Market,52971047,Account Leadership,Client Account Executive,DET_CROSS,8Y,,Male
ID10257,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Manager,IDC CMT29,CC,,Female
ID10258,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Mobilization Senior Manager,IDC AOMOB,LK,,Male
ID10259,Active,520,Client Delivery & Operations,52971376,Portfolio & Delivery Management,Client Delivery Executive,Avan TC DCTO01,IB,,Male
ID10260,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,IDC RES02,PI,,Male
ID10261,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Manager,WDC_CROSS,OG,,Male
ID10262,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",PPSM Manager,IO-DC IO-DC 15,MO,,Male
ID10263,Active,520,Client Delivery & Operations,52971380,Infrastructure,Infrastructure Tech Arch Senior Manager,WDC_CROSS,OG,NULL,Male
ID10264,Active,510,Client & Market,52971390,"Product, Service & Offering Development",Technology Offering Executive,WDC_CROSS,OG,NULL,Male
ID10265,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,PHL_CROSS,2I,Mega Diamond,Female
ID10266,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Associate Manager,ATL_CROSS,3Z,,Male
ID10267,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",Program & Project Mgmt Manager,PHL_CROSS,2I,Emerging Diamond,Male
ID10268,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Executive,NYM_CROSS,OZ,Diamond,Female
ID10269,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Executive,CHA_CROSS,4N,,Male
ID10270,Active,520,Client Delivery & Operations,52971384,Analytics,Digital Data Engineering Manager,Avanade FSIG02,3B,Diamond,Male
ID10271,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Sr Mgr,IDC SEB01,MW,,Male
ID10272,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Automation Eng Manager,Avanade ARIS10,BA,NULL,Male
ID10273,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Executive,NOC_CROSS,OX,Mega Diamond,Male
ID10274,Active,550,Sales,52971393,Sales,Resale Manager,SOC_CROSS,3E,,Male
ID10275,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Principal Director,MIA_CROSS,R9,,Male
ID10276,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Executive,NYM_CROSS,OZ,,Male
ID10277,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Manager,AUS_CROSS,1P,,Male
ID10278,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Senior Manager,GTIN_CRM_SLO,AO,Diamond,Male
ID10279,Active,540,Innovation & Thought Leadership,52971392,Research,Sr Technology R&D Executive,GS HR & Recruit,BB,NULL,Male
ID10280,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,IDC FSBAR04,V5,,Female
ID10281,Active,520,Client Delivery & Operations,52971049,Business Process Delivery,Data Management Associate Manager,PHL_CROSS,2I,,Female
ID10282,Active,510,Client & Market,52971047,Account Leadership,Client Account Director,WDC_CROSS,OG,Diamond,Male
ID10283,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Manager,CIN_CROSS,YJ,,Female
ID10284,Active,510,Client & Market,52994537,Business & Technology Integration,Sr Digital Business Integration Exec,HOU_CROSS,K1,Diamond,Male
ID10285,Active,510,Client & Market,52994537,Business & Technology Integration,Sr Digital Business Integration Exec,PHL_CROSS,2I,,Male
ID10286,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Executive,CHG_CROSS,G5,,Male
ID10287,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Executive,CHA_CROSS,4N,Emerging Diamond,Male
ID10288,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Architecture Manager,WDC_CROSS,OG,,Male
ID10289,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Executive,WDC_CROSS,OG,Target,Male
ID10290,Active,520,Client Delivery & Operations,52971376,Portfolio & Delivery Management,Client Delivery Executive,KC_CROSS,Q0,NULL,Male
ID10291,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Executive,CHG_CROSS,G5,Emerging Diamond,Male
ID10292,Active,520,Client Delivery & Operations,52971376,Portfolio & Delivery Management,Client Delivery Executive,WDC_CROSS,OG,NULL,Male
ID10293,Active,510,Client & Market,52971379,Industry Solutions & Services,Industry Solns & Svcs Senior Manager,DAL_CROSS,8A,Emerging Diamond,Male
ID10294,Active,530,Corporate Function,52971378,Human Resources,Talent Strategist Manager,DAL_CROSS,8A,NULL,Male
ID10295,Active,510,Client & Market,52994539,Management Consulting,Senior Management Consulting Executive,CIN_CROSS,YJ,,Male
ID10296,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Executive,CHG_CROSS,G5,Emerging Diamond,Male
ID10297,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Senior Manager,DNV_CROSS,9X,Diamond,Male
ID10298,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business & Integration Arch Executive,ONE_MINNEAPOLIS,V5,NULL,Female
ID10299,Active,510,Client & Market,52971049,Business Process Delivery,Bus Process Delivery Consultant,PHL_CROSS,2I,NULL,Male
ID10300,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Sr Tech Portfolio Delivery Mgmnt Exec,IDC RGIM1,OR,Mega Diamond,Male
ID10301,Active,520,Client Delivery & Operations,52971382,IT Operations,IT Operations Senior Manager,IOCIM IOCIM 08,H3,NULL,Male
ID10302,Active,550,Sales,52971394,Sales Enablement,Sales Program Mgmt Senior Manager,HRT_CROSS,M7,NULL,Female
ID10303,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,IDC FSIG21,O7,Diamond,Male
ID10304,Active,510,Client & Market,52994537,Business & Technology Integration,Business Process Arch Senior Manager,WDC_CROSS,OG,NULL,Male
ID10305,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Senior Manager,ATL_CROSS,3Z,,Male
ID10306,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Sr Mgr,TAM_CROSS,MK,,Male
ID10307,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Executive,ONE_MINNEAPOLIS,V5,Target,Male
ID10308,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Manager,PHL_CROSS,2I,Emerging Diamond,Male
ID10309,Active,510,Client & Market,52994537,Business & Technology Integration,Senior Technology Consulting Executive,ONE_MINNEAPOLIS,V5,Diamond,Male
ID10310,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Executive,BOS_CROSS,RM,Mega Diamond,Male
ID10311,Active,520,Client Delivery & Operations,52971391,"Program, Project & Service Mgmt",PPSM Senior Manager,ATC ATC01,1,NULL,Male
ID10312,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Executive,PHX_CROSS,D6,Mega Diamond,Female
ID10313,Active,520,Client Delivery & Operations,52971376,Portfolio & Delivery Management,Technology Svcs Delivery Senior Manager,CHG_CROSS,G5,,Male
ID10314,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Manager,NYM_CROSS,OZ,,Male
ID10315,Active,510,Client & Market,52994537,Business & Technology Integration,Senior Technology Consulting Executive,STL_CROSS,KY,Target,Male
ID10316,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,IDC ITP-HDC04,JS,NULL,Male
ID10317,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Plan Enablement Mgr,IDC CMTAO045,RD,,Male
ID10318,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery SME Senior Manager,CHG_CROSS,G5,Mega Diamond,Male
ID10319,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Executive,HOU_CROSS,K1,Mega Diamond,Male
ID10320,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Executive,IDC AOSA,YK,Diamond,Male
ID10321,Active,520,Client Delivery & Operations,52971396,Solution Architecture,Tech Solution Planning Sr Mgr,KC_CROSS,Q0,,Female
ID10322,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Manager,IDC FSCBUBAO,HI,Mega Diamond,Male
ID10323,Active,540,Innovation & Thought Leadership,52971397,Strategy,Strategy Senior Principal,ATL_CROSS,3Z,,Male
ID10324,Active,530,Corporate Function,52971391,"Program, Project & Service Mgmt",Business Operations Senior Manager,DNV_CROSS,9X,NULL,Female
